"","Code","Municipality.x","population_tcu.","hot","cold"
"4434","430280","CACAPAVA DO SUL",33476,0,0
"4435","430290","CACEQUI",12291,0,0
"4436","430300","CACHOEIRA DO SUL",81552,0,0
"4437","430310","CACHOEIRINHA",132144,0,0
"4438","430330","CAIBATE",4802,0,0
"4439","430340","CAICARA",4659,1,0
"4440","430350","CAMAQUA",66686,0,0
"4441","430355","CAMARGO",2750,0,0
"4442","430360","CAMBARA DO SUL",6383,0,0
"4443","430370","CAMPINA DAS MISSOES",5325,0,0
"4444","430380","CAMPINAS DO SUL",5422,0,0
"4445","430390","CAMPO BOM",69981,0,0
"4446","430400","CAMPO NOVO",4273,0,0
"4447","430410","CAMPOS BORGES",3272,0,0
"4448","430420","CANDELARIA",31475,0,0
"4449","430430","CANDIDO GODOI",6106,0,0
"4450","430435","CANDIOTA",9707,0,0
"4451","430440","CANELA",45957,0,0
"4452","430450","CANGUCU",56370,0,0
"4453","430460","CANOAS",349728,0,0
"4454","430461","CANUDOS DO VALE",1693,0,0
"4455","430463","CAPAO DA CANOA",55009,0,0
"4456","430465","CAPAO DO CIPO",3745,0,0
"4457","430466","CAPAO DO LEAO",25462,0,0
"4458","430467","CAPIVARI DO SUL",4793,0,0
"4459","430468","CAPELA DE SANTANA",12183,0,0
"4460","430469","CAPITAO",2770,0,0
"4461","430470","CARAZINHO",62413,0,0
"4462","430471","CARAA",8426,0,0
"4463","430480","CARLOS BARBOSA",30630,0,0
"4464","430490","CASCA",9070,0,0
"4465","430495","CASEIROS",3228,0,0
"4466","430500","CATUIPE",8631,0,0
"4467","430510","CAXIAS DO SUL",523716,0,0
"4468","430511","CENTENARIO",2865,1,0
"4469","430512","CERRITO",6005,0,0
"4470","430513","CERRO BRANCO",4720,0,0
"4471","430517","CERRO GRANDE DO SUL",12579,0,0
"4472","430520","CERRO LARGO",14243,0,0
"4473","430530","CHAPADA",9211,0,0
"4474","430535","CHARQUEADAS",41705,1,0
"4475","430537","CHARRUA",3228,1,0
"4476","430540","CHIAPETTA",3684,0,0
"4477","430543","CHUI",6832,0,0
"4478","430544","CHUVISCA",5518,0,0
"4479","430545","CIDREIRA",16897,0,0
"4480","430550","CIRIACO",4693,0,0
"4481","430558","COLINAS",2466,1,0
"4482","430560","COLORADO",3088,1,0
"4483","430570","CONDOR",6766,0,0
"4484","430580","CONSTANTINA",9903,0,0
"4485","430583","COQUEIRO BAIXO",1490,0,0
"4486","430585","COQUEIROS DO SUL",2267,0,0
"4487","430587","CORONEL BARROS",2521,0,0
"4488","430590","CORONEL BICACO",7213,0,0
"4489","430593","CORONEL PILAR",1602,0,0
"4490","430595","COTIPORA",3824,0,0
"4491","430600","CRISSIUMAL",13269,0,0
"4492","430605","CRISTAL",8121,0,0
"4493","430607","CRISTAL DO SUL",2840,1,0
"4494","430610","CRUZ ALTA",59561,0,0
"4495","430613","CRUZALTENSE",1765,1,0
"4496","430620","CRUZEIRO DO SUL",12457,0,0
"4497","430630","DAVID CANABARRO",4732,1,0
"4498","430632","DERRUBADAS",2718,0,0
"4499","430635","DEZESSEIS DE NOVEMBRO",2331,0,0
"4500","430637","DILERMANDO DE AGUIAR",2991,0,0
"4501","430640","DOIS IRMAOS",33547,0,0
"4502","430642","DOIS IRMAOS DAS MISSOES",1992,0,0
"4503","430645","DOIS LAJEADOS",3410,0,0
"4504","430650","DOM FELICIANO",15556,0,0
"4505","430655","DOM PEDRO DE ALCANTARA",2520,0,0
"4506","430660","DOM PEDRITO",38222,0,0
"4507","430670","DONA FRANCISCA",2958,1,0
"4508","430673","DOUTOR MAURICIO CARDOSO",4380,0,0
"4509","430676","ELDORADO DO SUL",42490,0,0
"4510","430680","ENCANTADO",23047,1,0
"4511","430690","ENCRUZILHADA DO SUL",26039,0,0
"4512","430692","ENGENHO VELHO",932,0,0
"4513","430693","ENTRE-IJUIS",8350,0,0
"4514","430695","ENTRE RIOS DO SUL",2724,0,0
"4515","430700","ERECHIM",107368,0,0
"4516","430705","ERNESTINA",3171,0,0
"4517","430710","HERVAL",6807,0,0
"4518","430720","ERVAL GRANDE",4780,0,0
"4519","430730","ERVAL SECO",6697,0,0
"4520","430740","ESMERALDA",3291,0,0
"4521","430745","ESPERANCA DO SUL",2846,0,0
"4522","430750","ESPUMOSO",15594,1,0
"4523","430755","ESTACAO",5924,1,0
"4524","430760","ESTANCIA VELHA",51292,0,0
"4525","430770","ESTEIO",83352,0,0
"4526","430780","ESTRELA",34669,0,0
"4527","430781","ESTRELA VELHA",3646,0,0
"4528","430783","EUGENIO DE CASTRO",2310,0,0
"4529","430786","FAGUNDES VARELA",2750,0,0
"4530","430790","FARROUPILHA",73758,0,0
"4531","430800","FAXINAL DO SOTURNO",6651,0,0
"4532","430805","FAXINALZINHO",2256,0,0
"4533","430807","FAZENDA VILANOVA",4680,1,0
"4534","430810","FELIZ",13728,0,0
"4535","430820","FLORES DA CUNHA",31352,1,0
"4536","430830","FONTOURA XAVIER",10181,0,0
"4537","430840","FORMIGUEIRO",6569,1,0
"4538","430843","FORQUETINHA",2389,0,0
"4539","430845","FORTALEZA DOS VALOS",4252,0,0
"4540","430850","FREDERICO WESTPHALEN",31675,0,0
"4541","430860","GARIBALDI",35794,1,0
"4542","430865","GARRUCHOS",2851,0,0
"4543","430870","GAURAMA",5447,0,0
"4544","430885","GENTIL",1619,0,0
"4545","430890","GETULIO VARGAS",16158,1,0
"4546","430900","GIRUA",15729,0,0
"4547","430905","GLORINHA",8304,0,0
"4548","430910","GRAMADO",36864,1,0
"4549","430912","GRAMADO DOS LOUREIROS",2036,0,0
"4550","430915","GRAMADO XAVIER",4378,0,0
"4551","430920","GRAVATAI",285564,1,0
"4552","430925","GUABIJU",1478,0,0
"4553","430930","GUAIBA",98331,0,0
"4554","430940","GUAPORE",26199,0,0
"4555","430950","GUARANI DAS MISSOES",7393,1,0
"4556","430955","HARMONIA",4967,0,0
"4557","430957","HERVEIRAS",3019,0,0
"4558","430960","HORIZONTINA",19446,0,0
"4559","430965","HULHA NEGRA",6894,0,0
"4560","430970","HUMAITA",4712,0,0
"4561","430975","IBARAMA",4393,1,0
"4562","430980","IBIACA",4690,1,0
"4563","430990","IBIRAIARAS",7267,1,0
"4564","430995","IBIRAPUITA",3988,0,0
"4565","431000","IBIRUBA",20474,0,0
"4566","431010","IGREJINHA",37754,1,0
"4567","431020","IJUI",84041,1,0
"4568","431030","ILOPOLIS",4054,0,0
"4569","431033","IMBE",23721,1,0
"4570","431036","IMIGRANTE",3103,0,0
"4571","431040","INDEPENDENCIA",6054,0,0
"4572","431041","INHACORA",2207,1,0
"4573","431043","IPE",6736,0,0
"4574","431046","IPIRANGA DO SUL",1871,0,0
"4575","431050","IRAI",7046,1,0
"4576","431053","ITAARA",5573,0,0
"4577","431055","ITACURUBI",3456,0,0
"4578","431060","ITAQUI",37363,1,0
"4579","431065","ITATI",2377,0,0
"4580","431070","ITATIBA DO SUL",3143,0,0
"4581","431075","IVORA",1854,0,0
"4582","431080","IVOTI",25068,0,0
"4583","431085","JABOTICABA",3738,0,0
"4584","431087","JACUIZINHO",2718,0,0
"4585","431090","JACUTINGA",3532,0,0
"4586","431100","JAGUARAO",26327,0,0
"4587","431110","JAGUARI",10684,0,0
"4588","431115","JOIA",8571,0,0
"4589","431120","JULIO DE CASTILHOS",19159,1,0
"4590","431123","LAGOA BONITA DO SUL",2939,0,0
"4591","431125","LAGOAO",6469,1,0
"4592","431127","LAGOA DOS TRES CANTOS",1604,0,0
"4593","431130","LAGOA VERMELHA",27751,0,0
"4594","431140","LAJEADO",86005,0,0
"4595","431142","LAJEADO DO BUGRE",2569,0,0
"4596","431150","LAVRAS DO SUL",7410,0,0
"4597","431160","LIBERATO SALZANO",5087,0,0
"4598","431162","LINDOLFO COLLOR",6193,0,0
"4599","431170","MACHADINHO",5411,0,0
"4600","431171","MACAMBARA",4539,0,0
"4601","431175","MANOEL VIANA",7315,0,0
"4602","431177","MAQUINE",6747,0,0
"4603","431179","MARATA",2713,0,0
"4604","431180","MARAU",45523,1,0
"4605","431190","MARCELINO RAMOS",4239,0,0
"4606","431198","MARIANA PIMENTEL",3892,0,0
"4607","431200","MARIANO MORO",1987,0,0
"4608","431205","MARQUES DE SOUZA",3981,0,0
"4609","431210","MATA",4760,0,0
"4610","431213","MATO CASTELHANO",2543,1,0
"4611","431215","MATO LEITAO",4627,1,0
"4612","431217","MATO QUEIMADO",1611,1,0
"4613","431220","MAXIMILIANO DE ALMEIDA",4254,1,0
"4614","431225","MINAS DO LEAO",8130,1,0
"4615","431230","MIRAGUAI",4899,1,0
"4616","431237","MONTE ALEGRE DOS CAMPOS",3237,1,0
"4617","431240","MONTENEGRO",66157,1,0
"4618","431242","MORMACO",3139,1,0
"4619","431244","MORRINHOS DO SUL",2891,0,0
"4620","431245","MORRO REDONDO",6609,0,0
"4621","431247","MORRO REUTER",6570,1,0
"4622","431250","MOSTARDAS",12888,1,0
"4623","431260","MUCUM",4967,0,0
"4624","431261","MUITOS CAPOES",3184,0,0
"4625","431265","NAO-ME-TOQUE",17886,0,0
"4626","431267","NICOLAU VERGUEIRO",1667,0,0
"4627","431270","NONOAI",11574,0,0
"4628","431275","NOVA ALVORADA",3698,0,0
"4629","431280","NOVA ARACA",4890,0,0
"4630","431290","NOVA BASSANO",10089,0,0
"4631","431295","NOVA BOA VISTA",1731,0,0
"4632","431300","NOVA BRESCIA",3345,0,0
"4633","431301","NOVA CANDELARIA",2677,1,0
"4634","431303","NOVA ESPERANCA DO SUL",5465,0,0
"4635","431306","NOVA HARTZ",22147,0,0
"4636","431310","NOVA PALMA",6519,1,0
"4637","431320","NOVA PETROPOLIS",21717,0,0
"4638","431330","NOVA PRATA",28021,1,0
"4639","431333","NOVA RAMADA",2195,0,0
"4640","431335","NOVA ROMA DO SUL",3743,0,0
"4641","431337","NOVA SANTA RITA",30482,1,0
"4642","431339","NOVO CABRAIS",4246,0,0
"4643","431340","NOVO HAMBURGO",247303,0,0
"4644","431342","NOVO MACHADO",3191,1,0
"4645","431344","NOVO TIRADENTES",2189,0,0
"4646","431346","NOVO XINGU",1705,0,0
"4647","431349","NOVO BARREIRO",4185,0,0
"4648","431350","OSORIO",46815,1,0
"4649","431360","PAIM FILHO",3731,1,0
"4650","431365","PALMARES DO SUL",11342,1,0
"4651","431370","PALMEIRA DAS MISSOES",32967,0,0
"4652","431380","PALMITINHO",7056,1,0
"4653","431390","PANAMBI",44583,1,0
"4654","431395","PANTANO GRANDE",8995,1,0
"4655","431400","PARAI",7793,1,0
"4656","431402","PARAISO DO SUL",7635,0,0
"4657","431403","PARECI NOVO",3885,0,0
"4658","431405","PAROBE",59419,0,0
"4659","431406","PASSA SETE",5790,1,0
"4660","431407","PASSO DO SOBRADO",6612,0,0
"4661","431410","PASSO FUNDO",206103,1,0
"4662","431415","PAVERAMA",8541,1,0
"4663","431417","PEDRAS ALTAS",1928,1,0
"4664","431420","PEDRO OSORIO",7683,1,0
"4665","431430","PEJUCARA",3840,0,0
"4666","431440","PELOTAS",343826,0,0
"4667","431442","PICADA CAFE",5780,1,0
"4668","431445","PINHAL",2581,0,0
"4669","431446","PINHAL DA SERRA",1896,1,0
"4670","431447","PINHAL GRANDE",4309,0,0
"4671","431449","PINHEIRINHO DO VALE",4926,0,0
"4672","431450","PINHEIRO MACHADO",12122,1,0
"4673","431454","PINTO BANDEIRA",3068,1,0
"4674","431455","PIRAPO",2205,0,0
"4675","431460","PIRATINI",20743,1,0
"4676","431470","PLANALTO",9957,0,0
"4677","431477","PONTAO",3898,0,0
"4678","431480","PORTAO",38081,1,0
"4679","431490","PORTO ALEGRE",1492530,1,0
"4680","431500","PORTO LUCENA",4514,0,0
"4681","431505","PORTO MAUA",2332,1,0
"4682","431507","PORTO VERA CRUZ",1258,1,0
"4683","431510","PORTO XAVIER",10144,1,0
"4684","431513","POUSO NOVO",1586,1,0
"4685","431514","PRESIDENTE LUCENA",2972,0,0
"4686","431515","PROGRESSO",6235,0,0
"4687","431517","PROTASIO ALVES",1929,1,0
"4688","431520","PUTINGA",3861,0,0
"4689","431530","QUARAI",22531,0,0
"4690","431531","QUATRO IRMAOS",1860,0,0
"4691","431532","QUEVEDOS",2793,0,0
"4692","431535","QUINZE DE NOVEMBRO",3810,1,0
"4693","431540","REDENTORA",11782,0,0
"4694","431545","RELVADO",2068,0,0
"4695","431550","RESTINGA SECA",15702,0,0
"4696","431555","RIO DOS INDIOS",2571,0,0
"4697","431560","RIO GRANDE",212881,1,0
"4698","431570","RIO PARDO",38257,0,0
"4699","431580","ROCA SALES",11556,0,0
"4700","431590","RODEIO BONITO",5868,0,0
"4701","431595","ROLADOR",2270,0,0
"4702","431600","ROLANTE",21591,0,0
"4703","431610","RONDA ALTA",10633,1,0
"4704","431620","RONDINHA",5033,0,0
"4705","431630","ROQUE GONZALES",6750,0,0
"4706","431640","ROSARIO DO SUL",39210,1,0
"4707","431643","SALDANHA MARINHO",2596,1,0
"4708","431645","SALTO DO JACUI",12512,1,0
"4709","431660","SANANDUVA",16382,0,0
"4710","431670","SANTA BARBARA DO SUL",7813,1,0
"4711","431673","SANTA CECILIA DO SUL",1630,1,0
"4712","431675","SANTA CLARA DO SUL",6755,0,0
"4713","431680","SANTA CRUZ DO SUL",132271,1,0
"4714","431690","SANTA MARIA",285159,1,0
"4715","431695","SANTA MARIA DO HERVAL",6382,0,0
"4716","431697","SANTA MARGARIDA DO SUL",2593,0,0
"4717","431700","SANTANA DA BOA VISTA",8037,0,0
"4718","431710","SANT'ANA DO LIVRAMENTO",75647,0,0
"4719","431720","SANTA ROSA",73882,0,0
"4720","431725","SANTA TEREZA",1722,1,0
"4721","431730","SANTA VITORIA DO PALMAR",29298,1,0
"4722","431740","SANTIAGO",49298,1,0
"4723","431750","SANTO ANGELO",77544,0,0
"4724","431755","SANTO ANTONIO DO PALMA",2118,1,0
"4725","431760","SANTO ANTONIO DA PATRULHA",43397,1,0
"4726","431770","SANTO ANTONIO DAS MISSOES",9930,1,0
"4727","431775","SANTO ANTONIO DO PLANALTO",2018,0,0
"4728","431780","SANTO AUGUSTO",13813,0,0
"4729","431790","SANTO CRISTO",14177,1,0
"4730","431800","SAO BORJA",59768,1,0
"4731","431810","SAO FRANCISCO DE ASSIS",18081,1,0
"4732","431820","SAO FRANCISCO DE PAULA",21871,1,0
"4733","431830","SAO GABRIEL",62187,1,0
"4734","431840","SAO JERONIMO",24569,1,0
"4735","431843","SAO JOAO DO POLESINE",2535,0,0
"4736","431844","SAO JORGE",2808,0,0
"4737","431845","SAO JOSE DAS MISSOES",2491,1,0
"4738","431846","SAO JOSE DO HERVAL",1917,1,0
"4739","431848","SAO JOSE DO HORTENCIO",4924,1,0
"4740","431849","SAO JOSE DO INHACORA",2040,0,0
"4741","431850","SAO JOSE DO NORTE",27866,1,0
"4742","431860","SAO JOSE DO OURO",6911,0,0
"4743","431861","SAO JOSE DO SUL",2464,1,0
"4744","431862","SAO JOSE DOS AUSENTES",3559,0,0
"4745","431870","SAO LEOPOLDO",240378,0,0
"4746","431880","SAO LOURENCO DO SUL",43501,1,0
"4747","431890","SAO LUIZ GONZAGA",33124,1,0
"4748","431900","SAO MARCOS",21756,0,0
"4749","431910","SAO MARTINHO",5336,0,0
"4750","431912","SAO MARTINHO DA SERRA",3228,0,0
"4751","431915","SAO MIGUEL DAS MISSOES",7692,1,0
"4752","431920","SAO NICOLAU",5153,1,0
"4753","431930","SAO PAULO DAS MISSOES",5654,1,0
"4754","431935","SAO PEDRO DA SERRA",3881,1,0
"4755","431936","SAO PEDRO DAS MISSOES",2025,1,0
"4756","431937","SAO PEDRO DO BUTIA",2950,1,0
"4757","431940","SAO PEDRO DO SUL",16100,1,0
"4758","431950","SAO SEBASTIAO DO CAI",26161,0,0
"4759","431960","SAO SEPE",23492,0,0
"4760","431970","SAO VALENTIM",3220,1,0
"4761","431971","SAO VALENTIM DO SUL",2248,0,0
"4762","431980","SAO VICENTE DO SUL",8742,1,0
"4763","431990","SAPIRANGA",80514,1,0
"4764","432000","SAPUCAIA DO SUL",142508,0,0
"4765","432010","SARANDI",25024,0,0
"4766","432020","SEBERI",10678,0,0
"4767","432023","SEDE NOVA",2875,0,0
"4768","432026","SEGREDO",7465,1,0
"4769","432030","SELBACH",5114,1,0
"4770","432032","SENADOR SALGADO FILHO",2761,0,0
"4771","432035","SENTINELA DO SUL",5635,0,0
"4772","432040","SERAFINA CORREA",18074,1,0
"4773","432045","SERIO",1889,1,0
"4774","432050","SERTAO",5220,0,0
"4775","432055","SERTAO SANTANA",6586,0,0
"4776","432057","SETE DE SETEMBRO",1931,0,0
"4777","432060","SEVERIANO DE ALMEIDA",3607,1,0
"4778","432065","SILVEIRA MARTINS",2365,1,0
"4779","432067","SINIMBU",10152,1,0
"4780","432070","SOBRADINHO",15041,0,0
"4781","432080","SOLEDADE",31067,1,0
"4782","432085","TABAI",4816,1,0
"4783","432090","TAPEJARA",24973,0,0
"4784","432100","TAPERA",10569,1,0
"4785","432110","TAPES",17363,0,0
"4786","432120","TAQUARA",57740,0,0
"4787","432130","TAQUARI",26907,1,0
"4788","432135","TAVARES",5484,0,0
"4789","432140","TENENTE PORTELA",13385,1,0
"4790","432143","TERRA DE AREIA",11323,0,0
"4791","432145","TEUTONIA",34275,0,0
"4792","432146","TIO HUGO",3078,1,0
"4793","432147","TIRADENTES DO SUL",5532,1,0
"4794","432149","TOROPI",2753,0,0
"4795","432150","TORRES",39381,0,0
"4796","432160","TRAMANDAI",53507,0,0
"4797","432163","TRES ARROIOS",2620,0,0
"4798","432166","TRES CACHOEIRAS",11174,1,0
"4799","432170","TRES COROAS",28948,0,0
"4800","432180","TRES DE MAIO",23846,1,0
"4801","432183","TRES FORQUILHAS",2643,1,0
"4802","432185","TRES PALMEIRAS",4232,1,0
"4803","432190","TRES PASSOS",23799,1,0
"4804","432195","TRINDADE DO SUL",5781,1,0
"4805","432200","TRIUNFO",30159,0,0
"4806","432210","TUCUNDUVA",5612,0,0
"4807","432215","TUNAS",4585,1,0
"4808","432218","TUPANCI DO SUL",1447,1,0
"4809","432220","TUPANCIRETA",24182,0,0
"4810","432230","TUPARENDI",7730,1,0
"4811","432234","UBIRETAMA",1952,0,0
"4812","432235","UNIAO DA SERRA",1084,0,0
"4813","432237","UNISTALDA",2306,0,0
"4814","432240","URUGUAIANA",126766,1,0
"4815","432250","VACARIA",66916,1,0
"4816","432252","VALE VERDE",3531,0,0
"4817","432253","VALE DO SOL",11873,1,0
"4818","432255","VANINI",2130,1,0
"4819","432260","VENANCIO AIRES",72373,1,0
"4820","432270","VERA CRUZ",27325,1,0
"4821","432280","VERANOPOLIS",26813,1,0
"4822","432290","VIADUTOS",4628,0,0
"4823","432300","VIAMAO",257330,0,0
"4824","432310","VICENTE DUTRA",4530,0,0
"4825","432320","VICTOR GRAEFF",2840,1,0
"4826","432330","VILA FLORES",3407,0,0
"4827","432335","VILA LANGARO",2070,1,0
"4828","432340","VILA MARIA",4368,1,0
"4829","432345","VILA NOVA DO SUL",4274,1,0
"4830","432350","VISTA ALEGRE",2726,0,0
"4831","432370","VISTA GAUCHA",2858,0,0
"4832","432375","VITORIA DAS MISSOES",3052,0,0
"4833","432377","WESTFALIA",3046,1,0
"4834","432380","XANGRI-LA",17126,1,0
"4835","500020","AGUA CLARA",16025,1,0
"4836","500025","ALCINOPOLIS",5489,1,0
"4837","500060","AMAMBAI",40247,1,0
"4838","500070","ANASTACIO",25336,1,0
"4839","500080","ANAURILANDIA",9116,0,0
"4840","500085","ANGELICA",11081,0,0
"4841","500090","ANTONIO JOAO",9082,1,0
"4842","500100","APARECIDA DO TABOADO",26386,0,0
"4843","500110","AQUIDAUANA",48184,1,0
"4844","500124","ARAL MOREIRA",12511,0,0
"4845","500150","BANDEIRANTES",7281,0,0
"4846","500190","BATAGUASSU",23620,0,0
"4847","500200","BATAYPORA",11368,1,0
"4848","500210","BELA VISTA",24842,0,0
"4849","500215","BODOQUENA",7802,1,0
"4850","500220","BONITO",22401,0,0
"4851","500230","BRASILANDIA",11835,0,0
"4852","500240","CAARAPO",31005,0,0
"4853","500260","CAMAPUA",13675,0,0
"4854","500270","CAMPO GRANDE",916001,0,0
"4855","500280","CARACOL",6247,0,0
"4856","500290","CASSILANDIA",22063,0,0
"4857","500295","CHAPADAO DO SUL",26499,1,0
"4858","500310","CORGUINHO",6158,1,0
"4859","500315","CORONEL SAPUCAIA",15449,0,0
"4860","500320","CORUMBA",112669,1,0
"4861","500325","COSTA RICA",21456,0,0
"4862","500330","COXIM",33547,0,0
"4863","500345","DEODAPOLIS",13043,1,0
"4864","500348","DOIS IRMAOS DO BURITI",11547,0,0
"4865","500350","DOURADINA",6025,0,0
"4866","500370","DOURADOS",227990,0,0
"4867","500375","ELDORADO",12447,0,0
"4868","500380","FATIMA DO SUL",19152,1,0
"4869","500390","FIGUEIRAO",3066,0,0
"4870","500400","GLORIA DE DOURADOS",9934,1,0
"4871","500410","GUIA LOPES DA LAGUNA",9754,0,0
"4872","500430","IGUATEMI",16273,0,0
"4873","500440","INOCENCIA",7566,0,0
"4874","500450","ITAPORA",25478,0,0
"4875","500460","ITAQUIRAI",21604,0,0
"4876","500470","IVINHEMA",23277,1,0
"4877","500480","JAPORA",9372,1,0
"4878","500490","JARAGUARI",7342,1,0
"4879","500500","JARDIM",26375,0,0
"4880","500515","JUTI",6861,0,0
"4881","500520","LADARIO",24040,0,0
"4882","500540","MARACAJU",48944,1,0
"4883","500560","MIRANDA",28423,0,0
"4884","500568","MUNDO NOVO",18578,1,0
"4885","500570","NAVIRAI",56484,0,0
"4886","500580","NIOAQUE",13794,0,0
"4887","500600","NOVA ALVORADA DO SUL",22967,0,0
"4888","500620","NOVA ANDRADINA",56057,1,0
"4889","500625","NOVO HORIZONTE DO SUL",3556,0,0
"4890","500630","PARANAIBA",42401,0,0
"4891","500635","PARANHOS",14576,1,0
"4892","500640","PEDRO GOMES",7568,0,0
"4893","500660","PONTA PORA",95320,0,0
"4894","500690","PORTO MURTINHO",17460,1,0
"4895","500710","RIBAS DO RIO PARDO",25310,0,0
"4896","500720","RIO BRILHANTE",38844,1,0
"4897","500730","RIO NEGRO",4758,1,0
"4898","500740","RIO VERDE DE MATO GROSSO",20025,1,0
"4899","500750","ROCHEDO",5120,1,0
"4900","500755","SANTA RITA DO PARDO",7948,0,0
"4901","500769","SAO GABRIEL DO OESTE",27660,0,0
"4902","500770","SETE QUEDAS",10751,0,0
"4903","500780","SELVIRIA",6555,1,0
"4904","500790","SIDROLANDIA",60792,1,0
"4905","500793","SONORA",20158,1,0
"4906","500795","TACURU",11795,1,0
"4907","500797","TAQUARUSSU",3588,0,0
"4908","500800","TERENOS",22721,1,0
"4909","500830","TRES LAGOAS",125137,0,0
"4910","500840","VICENTINA",6115,0,0
"4911","510010","ACORIZAL",5309,1,0
"4912","510020","AGUA BOA",26679,0,0
"4913","510025","ALTA FLORESTA",52105,1,0
"4914","510030","ALTO ARAGUAIA",19714,1,0
"4915","510035","ALTO BOA VISTA",7092,0,0
"4916","510040","ALTO GARCAS",12323,0,0
"4917","510050","ALTO PARAGUAI",11587,0,0
"4918","510060","ALTO TAQUARI",11413,1,0
"4919","510100","ARAGUAIANA",3064,0,0
"4920","510125","ARAPUTANGA",17078,0,0
"4921","510130","ARENAPOLIS",9399,1,0
"4922","510140","ARIPUANA",23067,0,0
"4923","510160","BARAO DE MELGACO",8165,1,0
"4924","510170","BARRA DO BUGRES",35642,1,0
"4925","510180","BARRA DO GARCAS",61702,1,0
"4926","510185","BOM JESUS DO ARAGUAIA",6830,0,0
"4927","510190","BRASNORTE",20571,1,0
"4928","510250","CACERES",95339,1,0
"4929","510260","CAMPINAPOLIS",16223,1,0
"4930","510263","CAMPO NOVO DO PARECIS",36917,0,0
"4931","510267","CAMPO VERDE",44033,1,0
"4932","510269","CANABRAVA DO NORTE",4711,1,0
"4933","510270","CANARANA",22101,0,0
"4934","510279","CARLINDA",10094,0,0
"4935","510285","CASTANHEIRA",8782,1,0
"4936","510300","CHAPADA DOS GUIMARAES",22521,1,0
"4937","510305","CLAUDIA",12338,1,0
"4938","510310","COCALINHO",5716,1,0
"4939","510320","COLIDER",33855,0,0
"4940","510325","COLNIZA",41117,0,0
"4941","510330","COMODORO",21249,0,0
"4942","510335","CONFRESA",32076,0,0
"4943","510337","COTRIGUACU",20717,0,0
"4944","510340","CUIABA",623614,0,0
"4945","510343","CURVELANDIA",5267,1,0
"4946","510345","DENISE",9626,1,0
"4947","510350","DIAMANTINO",22311,1,0
"4948","510360","DOM AQUINO",8087,1,0
"4949","510370","FELIZ NATAL",14847,0,0
"4950","510385","GAUCHA DO NORTE",7913,1,0
"4951","510395","GLORIA D'OESTE",2990,1,0
"4952","510410","GUARANTA DO NORTE",36439,0,0
"4953","510420","GUIRATINGA",15740,1,0
"4954","510452","IPIRANGA DO NORTE",8182,0,0
"4955","510455","ITAUBA",3609,0,0
"4956","510460","ITIQUIRA",13727,1,0
"4957","510480","JACIARA",27696,1,0
"4958","510490","JANGADA",8420,0,0
"4959","510500","JAURU",8377,1,0
"4960","510510","JUARA",35275,1,0
"4961","510515","JUINA",41190,1,0
"4962","510517","JURUENA",16811,0,0
"4963","510520","JUSCIMEIRA",11124,1,0
"4964","510523","LAMBARI D'OESTE",6246,1,0
"4965","510525","LUCAS DO RIO VERDE",69671,1,0
"4966","510550","VILA BELA DA SANTISSIMA TRINDADE",16412,1,0
"4967","510558","MARCELANDIA",10107,0,0
"4968","510560","MATUPA",17017,0,0
"4969","510562","MIRASSOL D'OESTE",28135,1,0
"4970","510590","NOBRES",15332,1,0
"4971","510600","NORTELANDIA",5858,0,0
"4972","510610","NOSSA SENHORA DO LIVRAMENTO",13093,1,0
"4973","510615","NOVA BANDEIRANTES",16052,1,0
"4974","510617","NOVA NAZARE",4013,0,0
"4975","510620","NOVA BRASILANDIA",3656,1,0
"4976","510621","NOVA CANAA DO NORTE",12876,1,0
"4977","510622","NOVA MUTUM",48222,0,0
"4978","510623","NOVA OLIMPIA",20820,1,0
"4979","510624","NOVA UBIRATA",12492,0,0
"4980","510625","NOVA XAVANTINA",21695,0,0
"4981","510626","NOVO MUNDO",9545,1,0
"4982","510627","NOVO HORIZONTE DO NORTE",4069,1,0
"4983","510628","NOVO SAO JOAQUIM",4837,0,0
"4984","510629","PARANAITA",11291,0,0
"4985","510630","PARANATINGA",23250,1,0
"4986","510637","PEDRA PRETA",17547,1,0
"4987","510642","PEIXOTO DE AZEVEDO",35695,1,0
"4988","510645","PLANALTO DA SERRA",2637,1,0
"4989","510650","POCONE",33386,0,0
"4990","510665","PONTAL DO ARAGUAIA",6972,1,0
"4991","510670","PONTE BRANCA",1525,0,0
"4992","510675","PONTES E LACERDA",46105,0,0
"4993","510677","PORTO ALEGRE DO NORTE",12849,0,0
"4994","510680","PORTO DOS GAUCHOS",5344,1,0
"4995","510682","PORTO ESPERIDIAO",12176,1,0
"4996","510685","PORTO ESTRELA",2794,0,0
"4997","510700","POXOREO",15936,1,0
"4998","510704","PRIMAVERA DO LESTE",63876,0,0
"4999","510706","QUERENCIA",18386,1,0
"5000","510710","SAO JOSE DOS QUATRO MARCOS",18788,0,0
"5001","510718","RIBEIRAO CASCALHEIRA",10450,0,0
"5002","510719","RIBEIRAOZINHO",2439,1,0
"5003","510720","RIO BRANCO",5147,0,0
"5004","510724","SANTA CARMEM",4600,0,0
"5005","510726","SANTO AFONSO",3164,0,0
"5006","510730","SAO JOSE DO RIO CLARO",21351,0,0
"5007","510735","SAO JOSE DO XINGU",5646,0,0
"5008","510740","SAO PEDRO DA CIPA",4823,0,0
"5009","510760","RONDONOPOLIS",239613,1,0
